d1 d2 d3 d4 d5 d6
0.40106112872154914 0.8447967493124467 1.239616564291511 2.040902241830154 -0.21878025661028583 1.160112605087789
-1.3490275404309715 0.26668832339678217 -0.19506729135745599 -0.14417231702603528 -0.21878025661028672 -1.8812286969128447
2.403179136940454 -0.5143796063934891 -2.2743025597173507 -0.12810729804666016 -0.21878025661028586 -1.9727888878419158
0.7347193766010292 -1.048990528186043 -0.6122187627353464 -0.10315526626388893 -0.218780256610286 3.725097952778785
0.9209883743775334 -1.0201542920355207 1.2860824116342724 -0.09416457495240697 -0.21878025661028644 0.005162086064173741
1.095546410257544 2.0690420749866165 -0.3709698449971117 -0.09072345899145033 -0.2187802566102858 -0.09001750967266063
0.3339150650523248 1.5873282737049779 0.541174903255439 -0.14673320201323659 4.244051113916915 0.09324897154177286
0.3557389083135816 1.8198256322831345 1.2639889931283723 0.03060243695278596 -0.218780256610286 0.03688861797645185
0.5897320772995097 -0.6095648631814519 1.2891709033562027 -0.12135911999505364 -0.2187802566102863 1.139385601928117
0.2652584338196156 -0.5113732763916401 -0.42753461631968787 -0.14673320201323659 4.506976188494679 2.1254805127151393
2.039084685198492 -0.44254374935323276 0.26137590072398176 -0.14673320201323659 4.846375142545631 -1.6961731877317408
0.7640044639570854 -0.1849497065409527 -0.36168870735216574 -0.13544356919369502 -0.21878025661028597 -1.8981396469781942
0.045311271136800876 -0.09088669313261975 -0.24363194929957868 -0.09937095265921181 -0.2187802566102866 0.7337352677664991
0.1891155970649412 5.39797299902761 -0.5500412066172449 -0.1028465328293293 -0.21878025661028608 -0.1455389405191473
-0.16544680038486798 0.12663331407836093 -0.5686944734526753 -0.03351050141990772 -0.2187802566102859 3.9795711774918487
0.531368885035121 -0.8100361428269376 1.263056329786599 0.029544284825021323 -0.2187802566102859 2.667811276802115
1.7894199182897192 -0.4558560550883035 1.4160131178371291 0.15539333704681269 -0.21878025661028597 1.0184281990125563
1.35571373229602 -0.8782208400492081 -2.1199569142991845 -0.12454328520821326 -0.21878025661028613 -0.14691835495011593
-0.5137937872470724 -0.011021275898409342 1.2452096907062158 -0.06075791299467795 -0.21878025661028636 0.8289800734890724
-0.74702938030521 -0.21007314483603917 -0.3827700637995254 -0.14673320201323695 4.168646754593138 -0.26822061147341847
-0.16448440591221847 -0.5083887343645774 -1.5949728085945376 -0.1399302364745525 -0.20435601113359916 0.02072884237627281
-0.5332189738615961 -0.18595254731652325 1.252071628205734 -0.11681777804943509 -0.21878025661028583 1.8250312082545708
0.9357681647683073 -0.6443156519073394 1.7816171478115672 13.17519273989951 -0.2187802566102861 -0.14058166990785392
0.8471004176553157 0.9716620044500104 -0.24642952301928048 -0.12100462094556591 -0.21878025661028586 1.342992308056646
-1.0433237547358114 1.2640560462977617 -0.2363271734759134 -0.1184127245769464 -0.21878025661028652 -0.16581868392898408
-0.908317129752574 2.20879381401149 -0.34293764586498826 -0.11244944303204804 -0.2187802566102863 -0.06255330389345727
-0.5936455113070492 -1.143407067227837 -0.2651549494943063 -0.08822168008898525 -0.21878025661028586 1.8784695839755032
0.2534313764191461 -0.704768873772118 -0.19774882615718228 -0.12683413307442587 -0.21878025661028674 -0.06013868771550099
1.4504990965445117 -0.0004880414819374812 -0.3728351716806557 -0.10854329908072444 -0.21878025661028672 -0.1648722959031918
0.9654664590776315 -0.6216466944056689 -0.26030197636427505 -0.10730954785609165 -0.21878025661028663 -0.09072196391742335
1.2746072981522483 -0.6413138479187126 -2.223629658968195 -0.09333962815123649 -0.21878025661028586 1.089766781669961
-1.2107603951695802 -0.18196951894382438 -1.5610482690975784 -0.11988333188560717 -0.1973785227883429 -0.2502364958296651
1.5284067528850922 1.0993192991586629 1.2511648721790123 -0.09429840977831704 -0.2187802566102858 -0.04558797181894303
1.1165974438310213 -0.10164089290814347 -0.3312892591835596 -0.09863602682551771 -0.21878025661028608 0.7168458814600492
-1.1684524994221666 -1.1192590670123967 -0.4500642459566146 -0.13203588393840837 -0.2187802566102867 -0.11417513572476871
0.5642486397132965 -0.11041848522851122 -0.5513896355451083 -0.128624831956445 -0.21878025661028672 -0.14534781683292877
-0.6587391390430039 -0.659086933929867 0.06636447471720837 -0.1194805078037593 -0.21878025661028652 -0.036478987070691304
-0.7527858143248455 -0.7924999999164953 -0.28484041291351525 -0.09715197313017696 -0.21878025661028613 0.7728062168982082
0.26028920003450506 -1.0176390870145002 -0.17849415906965851 -0.12560069839755247 -0.21878025661028602 1.0849247964217208
-0.7961468896297209 1.5841783506044942 1.0465402621486763 -0.09169665068547316 -0.1919518723320665 -0.10896529956471564
-1.0049983075571336 0.0225029888803077 -0.2126986356406384 -0.11418464652356339 -0.2187802566102863 0.876481899395596
1.5502305961463492 -1.25017247236275 -0.4079894053320434 -0.11580040541168317 -0.18776990412715971 -0.4913276320822939
0.6278983378897078 0.639394490793241 -0.42915095056166896 -0.09470293385054902 -0.21878025661028652 -0.07239838603435353
0.5448788832444702 0.02424168024775431 0.0852954939584955 -0.12209198637610817 -0.21878025661028638 -0.11545343611957325
0.1052871160057668 1.561628618558934 -0.25409273145645495 -0.06686343389333656 -0.21878025661028663 -0.06414654573076939
-0.4197349889030629 10.276458158810897 0.21474273363540552 -0.14673320201323659 -0.2187802566102861 0.06068351691066043
0.912651056721199 0.08566663752420658 1.7598550031702316 -0.14673320201323659 4.973335244833679 1.7240130493533252
-0.3524852200387468 -1.1546141437954094 1.2556986523126255 -0.06916427901555833 -0.21878025661028633 0.9035296823996887
-0.27715254626285446 0.5604963367959758 -2.3213841226433174 -0.12735985366961003 -0.218780256610286 1.920651450267965
0.40720257591105596 1.0113347260989844 1.374715652657292 -0.07465156748420711 -0.21878025661028586 1.7076040993454
-0.4942945152526307 1.3023726496307813 1.2025548643116815 -0.047130537074790806 -0.2187802566102858 0.7860830807962806
0.01738850871499133 -0.3897883761523954 1.2810878210608496 -0.146733202013237 4.530712634443534 0.17789542647546572
-0.5254593851464832 1.1183239420460944 -0.24226230383264152 -0.12148448398768516 -0.21878025661028588 0.7899361566827844
