id d1 d2 d3 d4 d5 d6 c1 c2
0 0.034200950931070354 -1.0622948702184187 1.1287528085714997 0.14288836417960854 -0.2187802566102861 -0.07812006020555637 White Male
2 -0.0414550390412852 0.245283506284755 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
7 1.0177288205716926 0.18844791247801457 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
8 -0.5710469688477741 -1.3627075233591428 1.5204714121155403 1.7295456104338798 -0.2187802566102861 0.7547014024917444 White Female
12 -1.1762948886266185 -0.6386216796097455 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.9109415229028571 White Female
16 -0.4953909788754185 -0.027553849594304392 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
29 -1.403262858543685 0.7220909720495299 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.25500852487336395 Black Male
32 -1.251950878598974 1.1527786821470098 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -2.160173716948808 Black Male
38 1.093384810544048 -0.9582603638999515 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
40 0.7907608506546259 -0.9002130852152526 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
44 0.4124809007928481 -0.581047715330499 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
49 0.8664168406269813 0.5854924346359283 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 1.171112133840395 White Male
54 0.18551293087578144 -0.4010178480725728 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.5881371099522843 White Male
62 1.093384810544048 -0.18827248910976724 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
65 -0.5710469688477741 1.1382195310352898 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Black Female
66 -0.7223589487924851 -0.25972403175688197 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 2.420344327886346 White Male
72 -0.5710469688477741 -0.6040223965711651 -2.3967146233248635 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
76 1.5473207503781812 -0.28207393798235064 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.5881371099522843 White Male
81 -0.6467029588201295 -1.2817423611624321 -2.0049960197808234 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
89 -0.11711102901364075 0.12257201352713072 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.5881371099522843 White Male
90 0.7151048606822703 -0.1764490952615629 0.7370342050274594 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
93 0.4124809007928481 0.08091087955919858 1.1287528085714997 1.854772966561421 -0.2187802566102861 1.5875228651890452 White Male
109 1.2446967904887591 0.5473148946921268 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 1.2543942801101249 White Male
117 -1.403262858543685 -0.7387276763629567 -0.04640300206062135 -0.14673320201323659 4.026171332611273 -1.0775058154423174 White Female
118 -0.5710469688477741 -0.7080569028896323 0.7370342050274594 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
121 -1.1006388986542628 -1.3859756595311894 -0.43812160560466173 -0.14673320201323659 4.132356858112453 -0.07812006020555637 White Female
125 -0.0414550390412852 -0.6039655988425108 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
129 0.7907608506546259 -1.0201036241163797 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Asian-Pac-Islander Male
139 0.6394488707099147 -0.03526887440318072 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.24468435274501651 White Female
152 -0.1927670189859963 0.16492418652702356 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
160 -0.8736709287371962 2.2557716400373797 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
161 -0.7980149387648406 -0.3796997672509906 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
165 -1.5545748384883962 -0.05494928738189713 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -2.4100201557579988 White Male
171 -0.11711102901364075 -1.521050124559234 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.08844423233390379 White Male
174 -0.5710469688477741 -0.8501364211183744 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Female
180 0.18551293087578144 -0.558271826140123 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -1.4106344005212377 White Male
192 -0.26842300895835186 -1.452741389564324 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 1.5875228651890452 White Male
193 1.4716647604058257 0.19716636382645028 -0.43812160560466173 1.854772966561421 -0.2187802566102861 -0.49453079155420676 White Female
194 -1.6302308284607516 -1.1772913381671668 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 -2.4100201557579988 White Female
195 0.4124809007928481 -0.27255085214464564 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Black Male
211 2.75781658993587 1.1783092611771195 0.34531560148341905 -0.14673320201323659 -0.2187802566102861 -1.743762985600158 White Female
218 1.5473207503781812 0.7475079556223311 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
223 0.1098569409034259 1.4971433109780563 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
231 0.261168920848137 1.90316187426335 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Black Female
236 -1.403262858543685 -0.6810590492026197 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
242 -1.6302308284607516 0.5318469799219379 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 -2.4100201557579988 White Male
244 -0.9493269187095518 1.7852213907126873 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
245 -0.11711102901364075 0.6395449397386078 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 2.8367550592349966 Asian-Pac-Islander Male
253 -0.6467029588201295 -1.1298747010289316 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
269 -0.1927670189859963 0.10050609594493354 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
271 -0.7223589487924851 0.290466099429254 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 1.2543942801101249 White Male
