id,d1,d2,d3,d4,d5,d6,c1,c2
2119,0.4881368907652036,-0.29392573069488215,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
2857,0.4881368907652036,-0.10806462996178062,2.303908619203621,-0.14673320201323659,-0.2187802566102861,1.2543942801101249,White,Male
4288,-0.8736709287371962,0.9058978882629675,0.7370342050274594,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,Black,Male
4824,-0.8736709287371962,1.772101115393543,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
5143,1.3960087704334703,1.3258224287804568,-2.3967146233248635,-0.14673320201323659,-0.2187802566102861,2.8367550592349966,White,Male
5649,1.4716647604058257,0.14276360606373587,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,1.5875228651890452,White,Male
10168,-0.34407899893070737,0.05529510393610737,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Male
10496,1.4716647604058257,-0.6286158130784788,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-2.0768915706790785,White,Female
11165,-0.41973498890306293,0.46652959196948807,2.303908619203621,-0.14673320201323659,-0.2187802566102861,1.5875228651890452,White,Male
11467,-0.9493269187095518,-0.506529095336052,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
12112,0.5637928807375592,0.24764061202390864,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
12470,-1.251950878598974,0.0017916435437527912,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Female
13177,1.3960087704334703,-1.4714183760034811,-2.3967146233248635,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
13513,-0.0414550390412852,-0.016430961066169814,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,0.338290671143094,White,Male
14632,-1.4789188485160405,1.5764897379081193,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-1.3273522542515075,White,Female
14950,0.1098569409034259,-0.7321864712796026,1.5204714121155403,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
15171,0.4881368907652036,0.07273200663297877,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,0.5881371099522843,White,Female
16100,0.9420728305993369,0.14545203188670627,1.5204714121155403,-0.14673320201323659,-0.2187802566102861,-0.9109415229028571,White,Female
16142,-1.403262858543685,0.43695690791681363,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
16171,0.034200950931070354,-0.6820624757421792,-1.613277416236783,-0.14673320201323659,-0.2187802566102861,0.338290671143094,White,Male
17496,-0.5710469688477741,0.1874634185146733,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,1.171112133840395,White,Male
17789,-0.8736709287371962,-0.5613199709112374,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
17822,-1.0249829086819073,3.1396389607794437,-2.788433226868904,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
19682,0.1098569409034259,-0.3278055758371746,-2.0049960197808234,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
20746,-0.0414550390412852,1.340996888619265,-2.3967146233248635,0.37842237017268593,-0.2187802566102861,3.5862943756625674,White,Male
22088,1.1690408005164035,0.6765770588212141,-2.3967146233248635,-0.14673320201323659,-0.2187802566102861,0.338290671143094,White,Male
22311,-0.7223589487924851,0.04927454469875112,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
23125,-1.4789188485160405,0.8326572171632421,-2.0049960197808234,-0.14673320201323659,-0.2187802566102861,-2.0768915706790785,White,Male
23355,-0.0414550390412852,-0.17409198952240929,-1.2215588126927426,-0.14673320201323659,-0.2187802566102861,-0.4112486452844767,White,Male
23446,1.093384810544048,-0.8778063812611295,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,0.4215728174128241,White,Male
24189,-1.1006388986542628,-0.7147495685827312,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
24943,-1.1762948886266185,-0.27247512183977324,-0.43812160560466173,0.19924067443700205,-0.2187802566102861,-0.07812006020555637,Black,Male
25101,-0.4953909788754185,0.389795860557523,1.5204714121155403,0.5013849762426014,-0.2187802566102861,-0.07812006020555637,White,Female
26091,0.5637928807375592,0.17353850870625973,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
26415,1.0177288205716926,-0.6039750651306198,-2.3967146233248635,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
28603,2.1525686701570255,-0.900478141282306,1.5204714121155403,-0.14673320201323659,-0.2187802566102861,-0.9109415229028571,White,Male
30242,1.5473207503781812,0.9770275771143744,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-1.3273522542515075,White,Female
30374,-0.0414550390412852,0.45635333225225855,1.9121900156595806,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Male
30443,-0.41973498890306293,-0.4004688033622478,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
32345,0.6394488707099147,-0.16970909812791882,-0.04640300206062135,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Female
35004,-0.34407899893070737,-0.84110558226234,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,0.5048549636825542,White,Male
36292,-0.4953909788754185,-0.11005255046468128,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.4112486452844767,White,Male
36529,0.1098569409034259,-1.5436082891231018,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,Amer-Indian-Eskimo,Female
40311,-0.1927670189859963,-0.5153611421417962,1.5204714121155403,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Female
40925,0.261168920848137,1.7728773510184852,-1.2215588126927426,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
41202,0.8664168406269813,-1.1383943603270774,-1.613277416236783,-0.14673320201323659,-0.2187802566102861,0.338290671143094,White,Male
42030,-0.7980149387648406,0.37790620269255537,1.5204714121155403,-0.14673320201323659,3.4483245194188097,-0.07812006020555637,White,Female
42420,-0.5710469688477741,-0.7080569028896323,-0.43812160560466173,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
42681,-0.7980149387648406,-1.4382106373169312,1.1287528085714997,-0.14673320201323659,-0.2187802566102861,-0.07812006020555637,White,Male
42839,-0.1927670189859963,0.9941994237441923,0.34531560148341905,-0.14673320201323659,-0.2187802566102861,0.7547014024917444,White,Male
