100,5
0,4,36.554371440888296,65.0184894849974,51.77124426930201,99.9642899449461,96.85012795139238,47.70758163154625,67.00456375761908,57.38942907154988,7.091856980787573
1,0,61.50633238945444,14.624203777924869,31.200046024523324,28.237556304807562,44.34762572223051,80.76687103431503,30.58965629953179,38.7358936690396,83.7072935950844
2,2,97.12367876334528,87.2363560330487,88.20356223206466,94.79864725958159,75.09440738398449,23.65501905477872,63.96180276844354,102.030851058332,66.72283336389185
3,2,61.354428564157,42.0557256199688,44.51771288760526,57.761540329735105,47.18324329506864,31.26372993086712,22.26933731774875,59.0011876410229,51.913471603903766
4,4,57.75658653754949,22.074139696136925,31.600425287535142,38.54231867269082,37.03941252665309,53.71897672897561,7.1984468162633855,45.76129659853283,64.65100700824618
5,1,94.69044976813818,56.425936558901064,68.98841747937477,39.0933945168034,15.108807431091893,61.890326663027174,30.349121512573824,82.73178122512113,91.66807503260502
6,4,91.702874677104,58.86107806380631,68.86655599147251,49.529734663144225,27.169394479207707,50.3283264926605,30.896195642199316,83.26909808005432,83.32492217080026
7,2,96.31463881873694,72.01809751552484,78.51385781603331,69.0581448797862,46.99049722945151,38.46492013985049,44.64697718003174,93.1743328757971,78.46784860504219
8,0,63.78963792802511,74.54276343304645,67.2733237615779,99.62365930583226,88.86892026886119,20.794940917051733,63.881163920931094,77.7746761424773,25.3811336687846
9,1,94.329702978232,84.82372069418705,85.56064919503977,93.2316759570176,73.98264699371843,20.92443428365247,61.908727408376485,99.34368461403523,64.13864702046352
10,2,100.12803158163607,53.76526841234976,70.29890526631638,16.747062425615383,14.779300130882737,87.47293285169603,40.08033879751518,81.0136128475527,109.10455370020692
11,2,88.54504626657945,76.67160408054362,78.06288694847927,84.94577124174235,66.21793002184418,18.013348207719766,53.454086099892436,92.064172819085,61.515860345876774
12,3,62.601263676919935,73.06511403213433,65.8139652361146,98.27896693004851,87.71122613231422,20.48437568172807,62.54075912439833,76.36509584919237,24.814893732604677
13,3,74.95047719643267,52.29218881006767,57.1921032533598,58.93820592165849,42.82204853606105,30.688946424529725,27.102437330347172,71.81734135425671,61.859275775763784
14,2,16.933003572992757,32.69948787167182,16.215543071984577,73.22206039954796,82.33414568007709,76.21521260488319,54.40010364399933,10.06626194007852,54.595893032874
15,2,54.28251725405622,64.33657968668783,56.65803980298547,91.28489986794398,82.456297488185,22.978513877916892,55.71907812953831,67.20898121302575,20.99299252917505
16,4,32.589187421947294,19.760928979243534,10.276822166536363,58.95735745391051,70.89701934334688,79.05595585997021,45.93992418714016,7.92617951605906,65.6264453038911
17,3,12.513253027336468,42.58337465003366,26.284134510478726,82.94243509537903,92.4021477668274,82.25156091433219,64.29190326038164,17.094405557421165,55.45737722335651
18,1,57.724404035746964,61.05214784462739,55.54813518100514,85.05705205612054,74.89843873741081,16.67790622545419,49.31765999921188,67.39570380206189,29.058675422579487
19,3,64.34135971279186,58.303371765899584,56.27426494033797,76.99412095516932,64.56259005558164,12.905245060684447,41.56599493459684,69.56466766774831,40.854261374511026
20,2,27.699786164158414,60.16427885718231,45.63785529775691,97.05314008284026,96.1762635884929,53.95628612140437,65.77411746286771,49.724076615255576,16.051348461296996
21,2,25.423378302327954,34.15032712696876,21.55082037464079,71.09181611826601,72.50751518730677,51.90160740398725,41.9816818341633,31.024860776257793,36.00353159417812
22,2,43.85589503990275,40.68482139802443,35.27089656793973,68.87876364056974,63.70139527152574,33.72780110155701,34.32321675003973,47.98240558390949,34.73713060088995
23,2,89.23272250508158,59.256088588361585,67.91853767008571,53.827478752954136,32.51126632198443,44.47643181662103,31.25870215128927,82.49305235101163,78.5505700031701
24,3,55.18007412208236,25.948422236231426,31.859134429524815,45.18485378620469,41.391527475248814,47.24752440326032,10.91019684617994,46.47343563468297,58.40971531432001
25,0,64.35271602517119,39.21562909101936,44.366683373266994,51.0966056589058,40.25248302820863,37.29615114820874,16.101284113359817,59.02886985437952,58.41954438766867
26,1,49.371141677520214,29.58498517917437,30.05385161470884,57.79137463093831,75.87514329552371,97.90859183683219,57.377921878996446,22.9870837069721,85.90254310849483
27,0,16.159578519982837,51.21910410816271,35.472279899969884,89.93245858037598,91.86565439965187,60.04324897297457,61.30425111258637,37.981678241117564,27.592678993849304
28,1,72.7543222223298,66.1387354276737,64.88090750433881,81.77774242566605,67.04908469719341,6.483048157477853,47.16244740494935,78.28015027008608,45.97210712463904
29,2,69.8193526595652,57.89201949178806,58.31881143946753,72.14815458795357,57.86845192081785,16.036229103550237,37.63695551142033,72.27939461798698,49.080829628971706
30,4,57.673771926024216,11.899059994045302,27.606527708477422,32.6381318765413,48.36802646508971,80.87660556738531,32.42356975853887,34.43175392411239,81.52869662265412
31,0,67.38557249910369,24.186288605519067,38.45739675796093,30.39996089783569,51.35626343580666,92.70726161602651,42.19548554624874,42.13577364384855,93.76387442051879
